,state,acclength,areacode,interplan,vmailplan,vmailmess,daycalls,daycharge,evecalls,evecharge,nightcalls,nightcharge,intlmins,intlcalls,intlcharge,custservcalls,churn
1653,NJ,113,415,no,no,0,55,31.62,105,20.18,83,6.66,12.2,6,3.29,1,no
1654,TN,121,510,no,yes,26,91,28.97,90,21.63,122,9.88,15.1,5,4.08,0,no
1655,DC,93,408,no,no,0,95,27.97,87,19.63,91,6.75,9.9,3,2.67,4,no
1656,DC,121,408,no,no,0,121,28.66,94,14.33,59,4.29,12.3,4,3.32,1,no
1657,OR,53,408,no,no,0,119,44.4,105,21.32,112,7.92,9.8,2,2.65,0,yes
1658,AK,132,510,no,no,0,121,30.79,109,26.72,81,11.1,4.2,9,1.13,2,no
1659,MI,91,408,no,no,0,116,22.9,98,25.1,121,8.8,6.6,5,1.78,2,no
1660,ID,73,510,no,yes,28,107,33.69,123,11.82,139,8.96,8.8,1,2.38,2,no
1661,NH,95,408,yes,no,0,134,38.91,71,21.73,120,9.36,10.1,2,2.73,4,yes
1662,MN,145,408,no,no,0,137,41.09,100,11.54,123,12.49,13.1,3,3.54,0,no
1663,AZ,100,415,no,no,0,108,22.29,81,14.98,81,4.04,4.3,4,1.16,1,no
1664,MN,122,415,no,no,0,101,39.8,121,17.02,89,10.68,13.1,9,3.54,2,no
1665,MO,109,415,no,no,0,72,34.02,120,25.58,68,10.62,11.9,5,3.21,0,no
1666,AL,82,408,no,no,0,107,26.18,114,8.02,95,12.94,10.1,7,2.73,1,no
1667,PA,65,415,no,yes,23,106,38.11,100,16.12,75,10.03,9.8,4,2.65,0,no
1668,AK,52,510,no,no,0,83,25.21,79,15.44,104,7.0,8.3,6,2.24,3,no
1669,MS,136,415,no,yes,24,76,29.68,114,15.01,91,9.65,8.8,5,2.38,2,no
1670,IA,75,415,no,no,0,110,23.55,86,13.02,103,9.7,11.1,7,3.0,1,no
1671,WY,146,408,no,no,0,69,18.53,98,22.59,80,10.27,12.6,2,3.4,1,no
1672,ND,48,415,no,no,0,84,35.84,98,16.12,99,7.09,16.4,3,4.43,2,no
1673,CT,45,415,no,no,0,107,24.21,78,27.09,108,10.08,11.1,7,3.0,1,no
1674,NC,106,415,no,yes,37,104,38.0,99,19.98,90,6.3,10.6,5,2.86,2,no
1675,CT,33,510,no,no,0,65,31.03,96,19.73,82,6.71,7.5,2,2.03,2,no
1676,ND,68,408,no,no,0,97,37.33,144,11.99,101,9.26,10.8,4,2.92,2,no
1677,WA,106,408,no,no,0,66,32.91,82,20.25,107,7.94,12.9,3,3.48,0,no
1678,NV,141,415,no,no,0,111,32.71,87,13.34,82,7.91,11.0,6,2.97,0,no
1679,CO,98,408,no,no,0,122,40.15,110,16.1,104,6.91,13.3,4,3.59,0,no
1680,KS,94,510,no,yes,28,88,39.64,102,9.63,71,5.31,16.1,4,4.35,0,no
1681,CO,65,510,no,no,0,53,27.0,132,16.02,87,8.52,9.8,4,2.65,2,no
1682,MO,85,415,no,no,0,112,21.44,126,23.35,95,8.3,9.8,4,2.65,1,no
1683,MA,71,510,no,no,0,108,49.37,92,21.58,126,11.85,10.1,5,2.73,3,yes
1684,NY,112,408,no,yes,30,113,10.3,96,14.1,99,5.98,13.3,7,3.59,0,no
1685,AK,110,415,no,no,0,95,25.23,98,16.47,106,9.27,6.9,6,1.86,0,no
1686,WI,111,415,no,no,0,108,41.91,89,18.39,99,8.08,12.7,3,3.43,2,no
1687,TN,105,510,no,no,0,82,20.28,111,15.73,74,7.07,10.9,4,2.94,2,no
1688,NY,40,408,no,no,0,82,41.23,97,19.8,86,6.93,9.6,7,2.59,0,no
1689,GA,128,408,yes,yes,18,89,37.76,109,13.65,102,9.85,13.6,2,3.67,0,yes
1690,MI,122,510,no,no,0,87,24.51,74,18.04,87,7.62,9.5,4,2.57,0,no
1691,ID,114,408,no,yes,19,100,26.28,109,20.54,112,7.2,12.6,1,3.4,3,no
1692,CT,102,415,no,yes,25,100,23.36,83,15.02,93,8.47,10.2,6,2.75,2,no
1693,NC,126,415,no,no,0,93,17.63,107,10.8,66,14.82,14.4,1,3.89,0,no
1694,LA,150,415,no,no,0,112,23.22,81,17.8,78,7.25,12.2,2,3.29,4,yes
1695,NJ,60,408,no,no,0,101,49.27,115,21.73,76,10.93,11.7,4,3.16,2,yes
1696,TX,123,408,no,no,0,85,44.35,103,14.32,91,8.02,13.3,5,3.59,3,no
1697,CA,138,510,yes,no,0,129,33.35,86,15.0,108,10.46,15.2,1,4.1,0,yes
1698,WY,111,415,no,no,0,96,37.77,111,13.81,120,8.32,11.9,7,3.21,4,no
1699,TX,37,510,yes,no,0,119,29.39,86,15.56,100,10.19,9.8,1,2.65,0,yes
1700,CA,111,408,no,no,0,109,42.47,106,20.6,78,10.43,11.6,4,3.13,0,yes
1701,UT,81,510,no,no,0,84,26.27,91,18.38,82,10.34,13.7,3,3.7,1,no
1702,WA,46,510,no,no,0,108,15.37,77,23.48,111,6.59,12.7,2,3.43,1,no
1703,MS,69,510,no,yes,27,78,45.7,89,20.96,102,12.24,16.4,3,4.43,0,no
1704,KS,43,415,no,no,0,117,4.59,97,13.68,96,12.58,10.7,3,2.89,3,no
1705,RI,127,415,no,yes,27,59,23.82,111,18.99,73,11.61,3.8,10,1.03,1,no
1706,IN,94,510,no,no,0,112,41.65,91,15.33,105,11.83,9.7,6,2.62,1,no
1707,VT,46,408,no,no,0,85,33.44,74,17.5,112,9.75,11.2,5,3.02,3,no
1708,MT,73,408,no,yes,26,98,22.3,97,9.05,96,9.98,10.2,6,2.75,2,no
1709,CT,146,408,no,yes,23,96,25.43,124,20.38,135,13.21,7.4,4,2.0,2,no
1710,NM,93,415,no,no,0,70,40.77,99,21.4,112,7.59,10.9,10,2.94,1,no
1711,OH,52,408,no,yes,31,77,24.16,97,16.41,88,11.4,11.0,4,2.97,1,no
1712,GA,202,510,no,no,0,137,19.62,70,15.19,113,8.36,6.0,3,1.62,3,no
1713,MN,129,510,no,yes,31,99,32.81,87,19.11,91,8.89,10.3,8,2.78,2,no
1714,CT,94,415,no,no,0,49,35.04,115,19.09,74,11.55,13.0,1,3.51,1,no
1715,AL,100,415,no,no,0,138,27.25,92,18.81,120,6.77,11.2,2,3.02,0,no
1716,WV,43,415,no,no,0,108,33.98,80,24.51,103,8.13,11.3,7,3.05,1,no
1717,VA,92,510,yes,no,0,120,42.89,112,17.6,95,12.81,12.0,5,3.24,3,yes
1718,VT,48,415,no,no,0,64,33.61,126,11.62,81,11.0,13.2,5,3.56,4,no
1719,OH,98,510,no,yes,29,105,18.89,101,18.52,108,11.16,6.6,3,1.78,2,no
1720,MT,100,415,no,no,0,86,16.41,133,17.87,106,6.59,12.5,3,3.38,1,yes
1721,VA,164,415,no,no,0,78,20.96,85,14.45,78,7.47,12.7,2,3.43,1,no
1722,NM,105,415,no,no,0,108,32.93,124,15.57,72,13.22,10.8,5,2.92,1,no
1723,AR,89,408,yes,no,0,134,35.17,105,14.25,86,7.01,10.9,4,2.94,0,no
1724,NE,126,415,no,no,0,96,42.47,92,22.26,108,7.51,12.7,4,3.43,3,yes
1725,WY,96,408,no,no,0,102,24.48,73,19.1,91,10.25,10.0,7,2.7,1,no
1726,IA,120,415,no,yes,33,83,50.92,84,13.89,88,6.6,11.6,5,3.13,0,no
1727,NC,72,415,no,no,0,106,23.39,94,12.2,110,12.32,9.6,6,2.59,2,no
1728,HI,155,415,yes,yes,26,121,35.99,123,11.83,89,6.6,11.1,3,3.0,1,no
1729,UT,89,415,no,no,0,80,15.25,81,15.28,120,6.56,9.5,4,2.57,2,no
1730,WY,126,408,yes,no,0,126,33.59,112,20.95,104,12.84,12.5,8,3.38,2,no
1731,VA,75,415,no,no,0,116,38.2,79,16.32,98,9.55,11.3,11,3.05,3,no
1732,WI,143,510,no,no,0,99,33.03,133,10.51,99,10.33,10.2,2,2.75,2,no
1733,FL,166,510,yes,no,0,89,8.11,95,22.47,97,10.58,13.2,3,3.56,0,yes
1734,KS,132,415,no,no,0,105,32.32,116,15.49,105,12.59,13.0,2,3.51,1,no
1735,NV,94,408,yes,no,0,94,15.22,106,28.89,76,7.78,7.9,1,2.13,1,yes
1736,VA,136,415,no,yes,35,86,34.94,119,25.37,104,9.64,6.9,4,1.86,1,no
1737,KS,119,415,no,no,0,82,39.36,97,22.69,118,9.49,7.4,10,2.0,1,no
1738,NC,115,510,yes,no,0,69,42.72,96,21.46,112,5.32,9.9,1,2.67,3,yes
1739,MO,160,415,no,no,0,103,29.1,121,20.7,92,8.02,13.0,3,3.51,2,no
1740,CA,120,510,no,no,0,94,22.92,106,17.35,109,10.73,6.7,8,1.81,1,no
1741,WV,173,415,no,no,0,114,32.54,138,14.32,99,4.92,10.3,3,2.78,1,no
1742,IL,156,415,no,no,0,65,29.67,116,16.78,86,10.73,10.6,2,2.86,0,no
1743,NY,70,415,no,no,0,125,30.16,104,19.23,72,11.43,10.9,4,2.94,0,no
1744,AL,132,408,no,no,0,85,37.81,76,14.06,97,9.38,11.2,4,3.02,0,no
1745,KS,47,510,yes,no,0,120,8.13,123,15.21,96,6.87,13.3,7,3.59,0,yes
1746,ND,160,510,no,no,0,97,20.71,97,7.59,92,6.78,10.3,5,2.78,1,no
1747,OK,180,415,no,no,0,121,24.4,111,16.09,82,7.87,8.8,5,2.38,3,no
1748,UT,93,415,no,no,0,68,28.03,86,17.88,104,10.32,7.8,4,2.11,2,no
1749,OH,109,415,no,no,0,58,32.91,115,12.64,105,12.71,13.1,1,3.54,2,no
1750,WY,80,510,no,no,0,121,17.19,110,22.37,74,6.2,7.3,5,1.97,0,no
1751,NM,54,415,no,yes,24,88,15.69,98,16.41,119,4.47,11.6,3,3.13,2,no
1752,AL,121,415,no,no,0,128,28.71,99,10.53,105,11.98,2.9,7,0.78,2,no
1753,ID,170,510,no,yes,37,130,30.28,103,20.64,93,10.93,13.0,4,3.51,0,no
1754,ID,92,415,no,yes,31,116,29.29,91,22.63,90,10.27,11.8,5,3.19,1,no
1755,TX,126,415,no,no,0,143,32.45,72,12.72,87,8.61,13.0,3,3.51,1,no
1756,NM,41,415,no,no,0,74,39.46,88,27.8,119,10.19,10.9,2,2.94,3,yes
1757,WA,167,415,no,no,0,124,28.76,108,14.73,64,9.74,12.4,4,3.35,4,yes
1758,UT,91,510,no,no,0,107,21.05,125,27.12,78,10.69,7.3,4,1.97,2,no
1759,RI,113,415,no,no,0,130,15.4,100,14.5,74,6.18,5.4,9,1.46,1,no
1760,NY,78,510,no,no,0,81,25.99,82,21.81,112,7.81,5.3,6,1.43,2,no
1761,TX,123,408,no,no,0,92,43.84,71,17.99,104,8.52,9.4,2,2.54,2,no
1762,DE,136,408,yes,yes,29,98,14.48,85,19.58,104,10.96,9.0,3,2.43,2,no
1763,MS,68,415,no,yes,34,72,27.2,119,15.68,101,9.37,6.1,10,1.65,1,no
1764,OH,132,415,no,yes,10,54,31.09,68,24.85,116,6.4,11.5,4,3.11,0,no
1765,FL,127,415,no,no,0,105,44.49,107,15.45,131,4.54,3.3,5,0.89,0,no
1766,WA,110,415,no,no,0,105,41.0,85,14.82,59,11.04,8.5,4,2.3,2,no
1767,NY,116,510,no,no,0,128,15.22,137,15.37,94,8.69,14.0,3,3.78,2,no
1768,NE,112,415,yes,yes,16,72,34.05,91,16.81,92,6.8,10.4,3,2.81,1,no
1769,PA,97,510,yes,no,0,103,24.65,93,25.02,120,10.79,11.0,2,2.97,4,yes
1770,IN,110,415,no,no,0,106,25.81,126,11.73,112,10.51,11.2,8,3.02,3,no
1771,VA,67,408,no,no,0,120,29.95,138,20.06,104,6.86,10.6,4,2.86,1,no
1772,MN,166,408,no,no,0,95,25.86,105,10.29,126,8.91,9.8,5,2.65,0,no
1773,DE,129,408,no,no,0,122,27.42,95,18.75,104,10.11,9.6,3,2.59,1,no
1774,OR,103,510,yes,no,0,78,29.19,86,12.28,106,7.11,6.8,3,1.84,3,no
1775,UT,71,415,no,no,0,110,47.41,67,16.17,84,11.48,11.7,7,3.16,0,yes
1776,CT,112,415,no,yes,27,121,36.21,101,19.23,99,8.54,11.1,3,3.0,4,no
1777,AL,8,415,no,yes,36,67,41.29,59,14.53,130,7.98,4.8,12,1.3,1,no
1778,TX,98,415,no,no,0,121,36.92,73,25.79,71,8.87,12.4,2,3.35,0,yes
1779,CT,90,415,no,no,0,111,29.9,115,24.24,122,6.79,13.0,7,3.51,1,no
1780,MS,13,415,no,no,0,133,51.54,86,14.49,80,10.24,11.5,3,3.11,0,yes
1781,AR,58,415,no,no,0,107,40.61,88,15.91,84,8.15,11.8,3,3.19,2,no
1782,CA,137,415,no,yes,22,42,32.23,137,15.22,126,8.08,11.4,5,3.08,2,no
1783,MI,116,408,no,no,0,94,22.66,126,21.06,78,9.86,11.3,5,3.05,5,yes
1784,WV,94,415,no,yes,28,107,15.76,86,10.86,86,10.15,9.9,4,2.67,3,no
1785,DE,87,415,no,no,0,72,30.12,105,21.16,87,9.04,8.6,7,2.32,3,no
1786,ID,134,415,no,no,0,108,34.8,105,12.16,84,7.46,11.0,4,2.97,6,no
1787,OH,68,510,no,no,0,80,24.41,65,11.42,84,9.7,15.5,5,4.19,2,no
1788,MA,120,415,no,no,0,100,23.34,129,18.04,92,6.87,10.5,2,2.84,1,no
1789,SC,41,408,no,no,0,92,40.43,155,19.0,90,9.78,10.2,6,2.75,2,no
1790,OR,80,510,no,no,0,92,34.63,97,18.39,66,6.94,7.6,5,2.05,2,no
1791,OH,83,415,no,yes,25,95,32.52,136,21.31,86,11.22,17.6,5,4.75,2,no
1792,NC,109,510,yes,no,0,141,35.55,93,17.43,111,5.37,7.8,3,2.11,2,no
1793,KY,66,510,no,yes,33,104,15.1,94,9.32,107,7.77,7.1,9,1.92,3,no
1794,WA,89,510,no,no,0,96,23.44,63,16.37,125,11.51,11.0,5,2.97,1,no
1795,WV,127,510,no,no,0,112,38.13,103,15.78,83,7.17,10.0,1,2.7,2,no
1796,RI,117,408,no,yes,13,65,35.29,77,12.98,95,10.48,9.7,3,2.62,1,no
1797,KS,128,510,no,no,0,95,45.58,126,10.24,121,9.94,14.4,6,3.89,2,no
1798,NV,88,415,no,no,0,61,28.34,88,15.24,131,10.92,6.8,7,1.84,4,yes
1799,NE,61,408,no,no,0,104,45.41,131,15.33,106,10.38,17.3,4,4.67,1,yes
1800,FL,22,415,no,no,0,108,30.91,148,16.88,96,9.3,9.3,3,2.51,2,no
1801,WY,78,415,no,no,0,80,25.01,100,16.97,106,7.23,13.7,7,3.7,0,no
1802,WA,56,415,no,yes,29,115,6.41,111,12.25,101,10.2,4.9,3,1.32,1,no
1803,CO,192,415,no,no,0,88,31.45,98,19.12,105,9.56,11.4,3,3.08,2,no
1804,WI,70,415,no,no,0,108,26.59,116,14.54,96,8.82,8.6,4,2.32,2,no
1805,RI,65,415,no,yes,29,129,36.64,77,13.76,91,5.77,8.8,5,2.38,2,no
1806,MT,119,510,no,no,0,70,22.93,74,17.98,105,8.48,11.3,6,3.05,1,no
1807,CO,80,415,no,no,0,116,33.12,93,17.84,100,8.73,12.8,3,3.46,0,no
1808,CT,152,408,no,yes,20,105,40.65,111,17.77,130,12.07,13.3,3,3.59,5,no
1809,VT,75,510,no,no,0,133,35.6,121,17.98,123,13.1,7.2,4,1.94,1,no
1810,OH,80,415,no,no,0,83,33.59,86,13.98,98,4.23,6.4,6,1.73,1,no
1811,NH,148,408,no,no,0,121,2.99,125,13.74,82,9.14,10.6,6,2.86,1,no
1812,RI,63,415,yes,no,0,112,10.69,111,17.25,58,11.66,8.9,8,2.4,1,no
1813,MD,166,415,no,no,0,116,23.14,93,15.42,108,5.91,11.3,4,3.05,0,no
1814,WY,94,408,no,no,0,109,35.19,80,14.23,117,10.72,2.6,6,0.7,1,no
1815,IN,88,415,yes,yes,25,114,49.05,74,17.29,117,10.28,13.0,5,3.51,1,no
1816,IA,100,408,no,no,0,85,35.85,69,27.99,78,5.72,9.4,5,2.54,4,no
1817,WV,154,408,no,yes,35,76,11.03,91,15.65,75,6.82,14.6,1,3.94,1,no
1818,UT,32,510,no,yes,26,137,41.4,108,20.13,149,7.8,9.0,9,2.43,1,no
1819,AK,126,415,no,yes,31,88,47.26,65,21.52,114,10.04,8.7,4,2.35,0,no
1820,AR,86,408,no,yes,16,88,24.77,129,16.24,82,9.7,11.3,7,3.05,0,no
1821,AK,138,415,no,yes,37,102,12.89,147,14.76,96,7.32,8.2,13,2.21,0,no
1822,AK,146,415,no,no,0,86,33.3,82,19.43,94,13.66,12.2,4,3.29,3,no
1823,ME,175,415,no,no,0,95,22.44,74,19.65,108,14.1,8.7,10,2.35,1,no
1824,WV,74,510,no,no,0,102,21.08,101,22.28,98,12.07,11.7,2,3.16,2,no
1825,CT,48,415,no,no,0,98,29.22,127,13.52,101,6.28,7.6,3,2.05,2,no
1826,GA,74,510,no,yes,31,70,42.4,59,17.81,75,8.13,9.9,2,2.67,4,no
1827,NV,105,415,yes,no,0,100,38.83,108,12.33,140,11.04,7.7,7,2.08,0,no
1828,VT,157,510,no,no,0,71,28.66,48,17.43,88,7.91,5.9,2,1.59,3,no
1829,TN,68,415,no,no,0,61,30.38,84,21.45,76,11.51,8.4,4,2.27,1,no
1830,OR,80,415,no,no,0,86,19.24,97,15.77,145,10.68,9.5,5,2.57,1,no
1831,NC,107,415,no,yes,38,57,34.71,92,17.5,80,12.89,8.3,4,2.24,0,no
1832,CO,140,415,no,no,0,71,25.45,97,18.06,67,11.07,12.6,4,3.4,3,no
1833,AR,98,415,no,no,0,116,38.61,103,10.24,102,5.27,4.7,4,1.27,5,yes
1834,PA,114,415,no,no,0,75,26.4,87,14.44,133,9.32,12.6,5,3.4,2,no
1835,MN,46,408,no,no,0,105,26.59,98,15.77,96,10.2,11.8,3,3.19,1,no
1836,NM,118,415,no,yes,42,105,25.28,105,14.22,105,12.18,10.4,7,2.81,0,no
1837,UT,37,510,no,no,0,112,46.19,96,13.18,97,8.98,6.6,4,1.78,3,no
1838,NE,34,415,no,no,0,74,32.93,84,10.79,166,9.95,8.8,4,2.38,0,no
1839,MS,98,415,yes,yes,23,54,41.74,83,24.88,90,8.28,10.8,7,2.92,1,no
1840,NV,113,510,no,no,0,108,41.7,140,22.09,115,9.19,10.7,2,2.89,3,yes
1841,OR,69,408,no,no,0,87,33.34,66,20.13,75,8.2,11.9,1,3.21,0,no
1842,VA,121,415,no,no,0,112,22.8,104,16.58,139,7.18,10.5,2,2.84,2,no
1843,WV,59,510,no,no,0,100,32.25,133,9.85,115,9.93,7.4,4,2.0,0,no
1844,OR,190,415,no,no,0,96,24.29,96,15.12,117,5.1,6.6,4,1.78,0,no
1845,KY,109,415,no,no,0,80,29.85,94,20.23,103,8.93,10.2,6,2.75,1,no
1846,MO,136,415,no,no,0,109,15.71,115,18.62,80,9.57,12.9,4,3.48,2,no
1847,TX,86,510,no,no,0,92,15.78,87,13.57,115,6.69,8.8,5,2.38,1,no
1848,MN,100,415,no,yes,27,100,37.69,70,20.07,91,8.67,8.0,4,2.16,0,no
1849,FL,106,510,no,no,0,94,27.13,118,23.53,65,10.06,8.8,3,2.38,0,no
1850,PA,104,415,no,no,0,107,24.57,85,15.34,94,10.17,17.0,6,4.59,2,no
1851,WV,129,415,no,no,0,100,27.05,90,17.21,96,10.49,11.5,6,3.11,2,no
1852,OK,93,415,no,yes,32,120,19.87,97,19.75,112,5.75,11.0,9,2.97,0,no
1853,NE,123,415,no,no,0,98,25.5,95,7.63,91,14.67,11.1,3,3.0,3,no
1854,DE,99,415,no,no,0,120,43.25,92,13.54,94,11.9,6.0,5,1.62,1,no
1855,MI,61,415,no,yes,33,53,46.02,116,17.06,102,9.08,10.9,3,2.94,3,no
1856,IL,71,415,no,no,0,112,35.19,96,14.77,61,8.03,12.1,3,3.27,1,no
1857,UT,4,510,yes,no,0,89,24.7,93,25.82,82,9.27,8.9,4,2.4,0,no
1858,IL,148,408,no,yes,25,102,39.22,109,19.87,90,9.71,13.5,2,3.65,3,no
1859,WA,141,415,no,no,0,104,25.76,114,20.59,109,13.69,10.8,2,2.92,1,no
1860,NM,56,408,no,no,0,57,24.84,97,16.68,110,13.95,9.2,3,2.48,0,no
1861,MD,160,415,no,no,0,111,43.52,61,15.93,81,5.36,11.5,4,3.11,3,no
1862,VA,43,408,no,yes,35,105,34.03,88,20.77,97,9.32,11.6,4,3.13,3,no
1863,MT,42,415,no,no,0,52,25.62,96,20.97,118,4.67,7.0,4,1.89,2,no
1864,CT,135,415,yes,no,0,107,31.62,94,5.61,105,9.59,12.9,4,3.48,1,no
1865,AL,106,415,no,no,0,110,36.19,69,15.9,71,5.76,6.3,3,1.7,3,no
1866,WV,106,510,no,no,0,133,33.12,73,18.14,92,8.59,11.5,7,3.11,0,no
1867,MO,83,415,no,yes,30,105,46.33,83,21.51,123,8.14,8.7,6,2.35,3,no
1868,ND,110,415,no,no,0,109,22.97,99,17.44,119,7.48,11.7,4,3.16,1,no
1869,GA,109,510,no,yes,35,116,39.19,130,22.59,69,12.14,10.6,6,2.86,5,no
1870,FL,31,510,no,no,0,84,28.12,107,17.31,65,9.08,8.2,1,2.21,1,no
1871,LA,124,510,no,no,0,120,24.36,111,19.61,91,9.64,7.8,2,2.11,4,yes
1872,UT,110,415,no,no,0,108,46.09,122,20.15,122,10.8,9.8,5,2.65,2,yes
1873,AZ,124,415,no,no,0,104,43.1,123,10.02,104,11.18,14.0,2,3.78,0,no
1874,NY,82,415,no,no,0,77,28.41,79,11.2,98,8.43,9.4,1,2.54,6,yes
1875,KY,122,415,no,no,0,96,28.61,91,7.45,87,11.12,8.4,6,2.27,1,no
1876,AL,137,415,no,no,0,115,17.8,144,21.23,99,8.65,8.9,2,2.4,1,no
1877,IN,69,510,no,no,0,101,23.02,124,20.24,102,8.8,10.6,2,2.86,1,no
1878,IN,46,415,no,yes,34,102,32.54,96,30.75,132,6.64,7.2,2,1.94,1,no
1879,FL,103,415,no,no,0,90,26.98,117,16.86,76,8.15,10.5,4,2.84,1,no
1880,NM,16,510,no,no,0,84,24.62,141,14.02,75,10.42,8.2,4,2.21,2,no
1881,AL,119,415,no,no,0,97,16.8,68,12.49,105,8.58,10.0,4,2.7,3,no
1882,MD,139,415,no,no,0,119,30.87,118,28.53,64,6.74,8.3,6,2.24,4,no
1883,KS,67,510,no,no,0,78,21.93,116,15.98,102,10.58,11.2,3,3.02,2,no
1884,WV,84,408,no,no,0,83,14.62,86,22.16,109,4.44,8.9,4,2.4,1,no
1885,ID,101,510,no,yes,17,71,32.96,81,16.13,97,8.83,12.6,7,3.4,0,no
1886,LA,40,510,no,no,0,107,18.6,102,20.8,123,12.46,7.1,7,1.92,0,no
1887,MI,61,415,no,no,0,105,32.11,116,13.06,106,9.6,10.2,2,2.75,2,no
1888,TN,120,408,yes,no,0,72,30.58,98,14.45,89,8.58,13.8,2,3.73,1,yes
1889,CA,95,415,no,no,0,98,31.18,95,23.91,113,4.73,8.2,8,2.21,1,no
1890,FL,98,408,no,no,0,101,48.98,93,11.72,88,9.29,0.0,0,0.0,0,no
1891,LA,114,415,no,no,0,96,28.76,83,12.74,119,8.86,4.6,4,1.24,2,no
1892,IL,68,415,yes,yes,29,113,33.24,96,14.59,85,9.18,13.5,9,3.65,1,yes
1893,AL,149,415,no,yes,20,102,44.95,123,18.67,89,9.02,11.3,3,3.05,2,no
1894,CT,22,408,no,no,0,116,35.31,99,17.9,88,10.72,9.6,5,2.59,0,no
1895,PA,176,415,no,no,0,151,28.82,84,9.6,99,2.55,8.7,4,2.35,0,no
1896,TX,152,415,no,no,0,102,24.06,94,22.36,113,9.32,3.4,4,0.92,2,no
1897,VA,118,408,no,no,0,71,26.32,73,20.74,81,7.18,12.8,4,3.46,0,no
1898,MO,101,415,yes,no,0,51,22.7,96,18.67,74,9.45,11.7,4,3.16,1,no
1899,MT,102,408,no,no,0,85,46.44,82,17.94,129,9.17,13.1,7,3.54,2,yes
1900,ND,118,408,no,no,0,94,38.18,120,19.2,105,12.11,12.5,8,3.38,2,no
1901,FL,105,415,no,no,0,97,46.55,106,24.62,126,12.11,5.8,3,1.57,2,yes
1902,WI,153,510,no,no,0,103,27.12,90,23.42,126,7.95,10.1,2,2.73,1,yes
1903,MD,71,415,no,yes,31,90,19.62,78,18.48,102,10.8,13.1,4,3.54,1,no
1904,IN,68,415,no,no,0,107,37.76,102,16.95,107,7.31,9.4,3,2.54,2,no
1905,MA,66,415,no,no,0,98,19.79,74,8.13,94,8.17,10.5,3,2.84,3,no
1906,ND,101,415,no,no,0,118,37.01,128,19.69,128,8.34,0.0,0,0.0,3,no
1907,VT,116,415,no,no,0,84,22.0,89,13.37,77,9.7,13.3,3,3.59,0,no
1908,CT,54,415,no,yes,33,73,27.51,58,23.21,76,6.93,13.7,4,3.7,0,no
1909,VA,112,408,no,yes,29,122,33.8,114,20.28,69,13.03,11.5,5,3.11,1,no
1910,MS,122,408,no,yes,45,85,25.13,93,12.53,110,9.16,14.0,5,3.78,1,no
1911,NC,85,510,no,no,0,111,31.18,98,14.35,97,8.99,9.9,4,2.67,4,no
1912,IL,100,415,no,no,0,95,32.62,101,17.08,74,12.24,18.2,3,4.91,1,no
1913,OH,114,415,no,no,0,109,31.93,97,13.14,102,9.63,10.1,3,2.73,2,no
1914,RI,83,510,no,no,0,106,44.15,116,12.98,92,10.11,10.2,2,2.75,0,no
1915,WY,157,415,yes,no,0,123,30.67,98,16.49,88,10.23,8.4,5,2.27,0,no
1916,OR,51,510,no,no,0,107,8.81,104,19.57,118,10.24,10.4,4,2.81,2,no
1917,NV,42,415,no,no,0,106,51.66,54,19.74,76,6.62,5.8,3,1.57,1,yes
1918,ND,101,415,no,yes,36,125,21.03,106,14.67,127,12.62,8.8,4,2.38,1,yes
1919,OR,112,510,no,no,0,122,35.05,94,13.98,101,6.31,12.6,7,3.4,3,no
1920,ND,56,510,no,no,0,92,27.93,107,19.86,104,8.43,11.8,1,3.19,2,no
1921,WV,64,415,no,yes,22,80,34.07,84,11.14,67,10.38,7.6,5,2.05,1,no
1922,VA,123,408,no,no,0,107,26.23,111,15.56,134,2.43,10.9,8,2.94,0,no
1923,ID,68,510,no,yes,30,93,20.89,91,19.85,144,8.98,9.6,2,2.59,2,no
1924,CT,40,510,yes,no,0,100,37.54,106,22.58,94,9.58,6.4,3,1.73,0,no
1925,CT,120,408,yes,no,0,123,34.34,78,15.67,89,7.92,7.4,2,2.0,2,yes
1926,MI,108,408,no,yes,32,108,35.62,64,9.32,145,8.54,9.1,6,2.46,6,yes
1927,SC,161,510,no,no,0,141,50.64,107,20.24,93,10.82,8.9,5,2.4,1,yes
1928,SC,130,415,no,no,0,102,36.18,137,16.13,105,7.65,10.6,4,2.86,0,yes
1929,NY,122,510,no,no,0,102,24.75,111,24.2,91,10.27,12.2,5,3.29,0,no
1930,MT,130,408,no,yes,19,87,25.99,99,18.12,114,9.24,10.8,6,2.92,2,no
1931,WY,90,510,no,no,0,158,21.32,83,22.87,103,10.74,11.0,7,2.97,1,no
1932,NE,139,415,no,yes,25,96,23.51,79,6.85,83,7.37,8.3,8,2.24,0,no
1933,IN,57,415,no,no,0,157,32.18,70,14.87,117,9.99,11.2,5,3.02,3,no
1934,CO,128,510,no,no,0,86,33.88,102,16.56,82,13.42,14.3,2,3.86,4,no
1935,WY,127,510,yes,no,0,99,42.08,118,9.22,72,10.44,10.6,3,2.86,2,no
1936,MD,107,415,no,no,0,71,50.13,78,16.39,87,6.66,13.2,5,3.56,1,yes
1937,OK,177,408,no,no,0,99,29.82,83,13.2,86,8.07,11.5,3,3.11,1,no
1938,SD,121,415,no,no,0,70,30.5,93,12.16,113,5.23,11.2,5,3.02,1,no
